inquiry_id,ind_det_debts_interestRate,ind_det_debts_currentBalancet,ind_det_debts_monthlyPayment,ind_det_debts_originalAmount
9063f8d3-c344-4314-bc58-d514dcd9d209,"[6.565287908271157, 18.11198418785633, 6.542280122221568, 10.124179402353636, 8.227291853784248]","[321288, 126108, 3442149, 862286, 153059]","[1071, 1752, 26077, 17964, 4252]","[5000000, 200000, 5000000, 1000000, 200000]"
fde150c8-7cad-4246-99eb-92d626a99e59,"[6.872105940064491, 5.195722223376267, 6.334709060061548, 4.745145058802698, 7.026954959706429]","[6225021, 5694031, 361915, 787188, 112762]","[103750, 39542, 5027, 13120, 1566]","[14232904, 10113828, 1000000, 1000000, 200000]"
d4ecb9d2-4a22-4d5c-95a1-bc2ddf37460b,"[7.374714287268233, 3.4720747935057013, 16.04341863169701, 4.738853700374706, 6.044171386094558]","[561952, 3566517, 154408, 475398, 138865]","[4257, 11888, 2145, 2830, 1653]","[712660, 5000000, 200000, 500000, 1000000]"
8534df6c-ba81-4cf5-8b2b-6ade5b5be181,"[4.835795436302593, 11.633202964783179]","[2619268, 846084]","[15591, 14101]","[2990167, 2207471]"
3d13d933-291a-4b49-a14e-d43604f140be,"[11.716708971407163, 16.365625703092313, 11.72844321873858, 3.513205368893493, 10.55784692528992]","[898240, 2728232, 753238, 342458, 102363]","[10693, 227353, 10462, 2038, 1706]","[1187175, 3988893, 5201901, 23542483, 1000000]"
6b5706c8-2f14-4fd5-b930-f6e5ebee2f12,"[4.9883892616776375, 7.524759709033976, 7.7885948026141, 12.687372120274885]","[8735009, 5387382, 260227, 258505]","[38311, 112237, 21686, 7181]","[14488576, 9238907, 1340803, 279201]"
1d888588-55c1-4ec4-9ce5-ca9874da8959,"[7.961575144187383, 4.510850408069777, 4.462364310562036, 7.111659124486868, 10.618475971269222]","[4389379, 1595014, 4361453, 824504, 5371886]","[22861, 13292, 25961, 8589, 111914]","[12350203, 2630943, 5458443, 1244022, 9844973]"
54718466-4ae2-45fc-bbd9-36317466d92c,"[3.5494414542640915, 7.434047724490023, 4.826369468993929]","[8089106, 459128, 423119]","[51853, 2943, 3205]","[11954884, 556599, 597783]"
b25710a6-a7bd-4d40-a39f-ffadb92df1bc,"[4.924947864164219, 6.844928904113995]","[7769708, 387419]","[58861, 4612]","[12416852, 3727933]"
cd91898f-11ab-4e84-af62-b8993876b4d2,[13.946240135195959],[2377662],[28306],[2474238]
e5f6998e-7cb8-4cd5-bf2f-89c321306e73,"[7.79877614568868, 5.3122406025650974, 7.0655399838681525, 11.366978654640945]","[2292259, 11060431, 103577, 1275077]","[63674, 36868, 8631, 26564]","[5727524, 20530879, 482730, 2281949]"
8c7ec27d-ec69-4827-8030-284eea16c1e8,"[6.597347948150757, 5.782192239977972, 4.909708711274776]","[2132796, 2399170, 716538]","[10455, 18176, 11942]","[4310172, 11939484, 796971]"
83670750-aa33-4e1b-a7a5-4e6a2f907edc,[4.112161802156569],[232173],[2764],[597408]
8ce602e7-77c6-4773-9568-ae0e17af2da3,[4.137088977609846],[2261305],[11085],[4559976]
59b1f3e7-db10-4b13-913b-2e522d048646,"[5.2479401636943965, 6.85894426428701, 4.779721147011909, 4.172128285751631]","[1039749, 862350, 897412, 1165576]","[5415, 11977, 10683, 4223]","[5000000, 1000000, 1000000, 5000000]"
04aa2a49-89c6-41dc-9fa8-5ca535c6c5e2,"[3.1045926001143447, 7.0660285556856675, 6.989421637658271]","[3289254, 263072, 3180043]","[12459, 1993, 18929]","[8556597, 740629, 6772581]"
edf7d67f-eb50-4b95-8882-034f52eb865f,[10.433729650068152],[661836],[18384],[1993604]
9b4d9a3d-ff06-4194-a576-102a405f5eda,"[4.122947664035133, 6.057956660561765, 6.6135043875507495, 12.024727173208056, 11.996064176963376]","[6542994, 1855878, 311155, 152505, 670471]","[34078, 14060, 1525, 2542, 18624]","[9146113, 7395874, 500000, 200000, 1000000]"
6190b234-475a-46c3-8314-cdbe29b2e94b,"[4.640855591160591, 18.717193571844767]","[167314, 290947]","[1394, 24246]","[1549984, 1686024]"
83ac2f36-8ce4-4667-80dd-c8b276544aaf,"[4.960738753744974, 11.182866331233754]","[217944, 174019]","[4541, 2417]","[2160863, 3166502]"
098d3109-0522-40cc-9e34-b3e298b3b1db,"[11.211873569648775, 18.37498550281926, 6.99268827446238, 6.963098054025526, 6.258080797165522]","[3660891, 1050515, 374299, 2376410, 743992]","[50846, 17509, 10397, 16503, 3875]","[5512600, 1617773, 389993, 10036519, 826324]"
bfd78565-1a37-41fd-9dbd-f31b98b2a251,"[10.414811820247461, 3.277114895495374, 9.862219128917804, 4.409343374462804]","[1514818, 7995466, 246355, 955998]","[31559, 23796, 5132, 11381]","[1748026, 27691958, 3015575, 1000000]"
b8ca3993-752a-4e26-822d-edd91602a636,"[7.471437396158072, 17.128203548739762]","[2031170, 2461129]","[84632, 41019]","[2918171, 4546202]"
0eac959c-57df-4c65-b02c-1fdadefe4e79,"[8.228367000808298, 6.50200830090343]","[220137, 1166313]","[2621, 48596]","[1021447, 4433408]"
3245e9fa-c1ab-4d57-aa7b-1be7a7e01af0,"[5.108174492831742, 16.5845735250094, 5.082895164311778]","[8115833, 711469, 2629397]","[39783, 14822, 54779]","[10920206, 1663075, 9722361]"
924697f9-4d77-4ab6-984f-7cdb34171700,"[7.710578099724033, 8.630941839693836]","[1706203, 3508186]","[23697, 73087]","[3893076, 4648243]"
0eff96a4-d296-4fc2-9fde-1f9dd9dbbe2d,"[6.824916180879319, 6.399811737864885, 4.104499366737727, 16.876235724501537, 6.232490551751535]","[16087453, 1513292, 8122211, 175481, 103839]","[58288, 7006, 48346, 3656, 8653]","[19703016, 7140898, 10002328, 288909, 200000]"
cdbb3a5b-b1bb-4f78-aeb0-e9fcfbf83a11,"[5.100567251603021, 15.261796240288547, 7.9286330535090785, 5.066128188366349, 14.793369547808346]","[5012143, 2326228, 587810, 7527468, 186292]","[37971, 64617, 24492, 39206, 7762]","[8121503, 3593284, 872847, 17354374, 266501]"
d8eb2b1a-f690-4ffe-a733-753da1bd2011,"[8.358128598172271, 18.945001028562196, 6.398748112057162, 4.343584315509924, 7.4368817598851535]","[4712745, 1064648, 762549, 10029441, 1677537]","[130910, 29574, 5777, 83579, 46598]","[6318388, 1514293, 10775334, 12509213, 6045521]"
04a52242-4528-4573-bf05-e2543465c97f,"[13.736748772327545, 4.6086697127884175, 10.917948559965643]","[435340, 11563431, 1175938]","[9070, 107069, 32665]","[3179652, 12446850, 1388065]"
389b0298-5dad-4eff-948b-76d415b2bd09,"[4.484257102232463, 6.1047037142582194, 7.14086116409835, 10.683773976212173, 6.294127006387175]","[5917032, 365806, 1684874, 1623224, 648523]","[123272, 3048, 7020, 22545, 3002]","[6405508, 1177239, 1911749, 1657444, 727491]"
4436fafe-0cb8-4639-8126-cb72e6ae9bca,"[5.165384680798493, 4.872717230507275]","[211609, 544734]","[3527, 5674]","[1576976, 1088358]"
d551d491-c287-4408-9cee-e67c1b3a6998,[6.22866649471483],[3359399],[10369],[18119290]
3cbb6f06-1170-44ac-b451-a6eda9c1a1dd,"[9.259842219762074, 6.691413009684043, 13.444930042674436, 7.548329963895875]","[4555749, 818068, 688484, 1283137]","[94911, 2435, 28687, 21386]","[4856721, 9097405, 997195, 2749883]"
0c049f42-d428-49b7-81c0-87600542e0e5,[6.878282599653866],[14013779],[64879],[17639654]
33d67323-08db-46e5-a96c-8fbed3dd6001,"[6.942828379133214, 3.1574621095591913, 13.43654650979531, 6.527992823684641]","[1745836, 1783438, 107356, 689504]","[5819, 5504, 1789, 19153]","[5045168, 5000000, 200000, 1000000]"
25ce2390-f66a-49c5-9fb3-26c75124b289,"[10.203843890628246, 5.444813393640292, 9.882990334888769, 7.562670948122121, 4.723468896053217]","[3705717, 10746519, 1573306, 327904, 3129442]","[61762, 29851, 26222, 6831, 37255]","[5663531, 11609962, 3742186, 1414360, 9941729]"
af97a4ae-0829-407c-ad41-0a76e7bce0fd,"[8.346838747914301, 8.812317224021779, 7.572687237233934, 17.94288078129084, 7.033439634566982]","[1815541, 1213702, 886551, 3052002, 10832819]","[30259, 25285, 18470, 63583, 82067]","[5280928, 1861997, 913336, 3796399, 14689776]"
cf6ba88d-e03c-437e-b4ad-2e7a19b80e09,"[15.031600971451212, 6.528399131352044, 6.7694514706194635, 3.251589297297702, 6.240276260333393]","[1757895, 1044070, 4593305, 3492527, 1368494]","[36623, 29002, 25518, 22388, 5702]","[3124577, 1524738, 17790531, 7532349, 6397764]"
871dd1c2-42c0-474d-9515-ef4819a95c6b,"[11.690159656109264, 19.065977685012278, 4.319233270509757]","[2138041, 268102, 2213047]","[25453, 11171, 23053]","[4311850, 309511, 2451445]"
b1449fa4-0a8b-4ca5-82de-1488c0c6bb14,"[4.325878967268269, 7.795611421224667, 7.512129137898835, 3.6742355688133794, 4.146229568993078]","[2169487, 402377, 207123, 713818, 560154]","[60264, 4790, 1079, 4957, 11670]","[9357097, 1083120, 500000, 5000000, 1000000]"
2d7a5ccb-a2fb-41dc-9fe6-29d475c1f63f,"[9.566406358604464, 14.567998514511117, 4.433638448538328, 7.241511363657568]","[241847, 207698, 40599095, 2189625]","[6718, 8654, 169163, 45617]","[5956235, 2737055, 44064825, 4076025]"
49497273-970c-48cb-9ff8-96ceafa5a598,"[3.3026127335047466, 5.90364817176464, 4.250681410338055, 3.6341806061723982]","[3206339, 3962675, 3382874, 3586054]","[22266, 17380, 21685, 22988]","[5000000, 5000000, 5000000, 5000000]"
4e1b274e-161d-4ae4-ae6f-09aa24d23167,"[5.1319808390515655, 3.1942434738432426, 7.8316127582805475, 5.170727544405199, 19.12336709983046]","[15003709, 2711089, 118729, 149919, 147953]","[178616, 12551, 1979, 3123, 2466]","[15316322, 5000000, 1000000, 1000000, 200000]"
5738cf07-4178-4c21-b3fd-83f628450b6b,"[16.774474204816173, 13.57653913355281, 5.391378608075172, 18.29843173000586, 17.60703603486146]","[1207182, 1866160, 3602436, 191107, 171502]","[20120, 51838, 25017, 5309, 2382]","[1473601, 3106224, 5000000, 200000, 200000]"
693c807b-de28-4799-a0c6-febdac37191c,"[8.153665370486067, 10.107583288334546, 9.84268541104061]","[1513983, 237777, 3365206]","[42055, 2831, 40062]","[2023597, 1053184, 6314194]"
08f18deb-4b2d-4251-a1e1-60efc2d7f5a7,"[11.380932430906519, 9.350406741682036, 6.14696830301557]","[5046284, 404729, 11789802]","[70087, 11242, 122810]","[6147953, 3964806, 14818422]"
